comity,"n.禮讓;[類]civility;courtesy;[反]enmity 敵意,憎恨;Social harmony"
commonplace,(a.)司空見慣的事;老生常談;Ordinary;not interesting
compromise,"n.妥協, 折衷 ;;v.妥協, 折衷, 危及...的安全;[類]impair 損害,削弱;;: a way of reaching agreement in which each person or group gives up something that was wanted in order to end an argument or dispute;: something that combines the qualities of two different things;: a change that makes something worse and that is not done for a good reason"
conceivable,"adj. 可想到的，可想像的;[類]imaginable;[記法]v.conceive 構思,想出"
conniving,"a.縱容的 ; 默許的;串通的;[記法]con(全部)+niv(ㄋㄞ撒嬌)->整個人都來撒嬌->縱容的,默許的;;: to secretly help someone do something dishonest or illegal"
contempt,"(n.)鄙視,輕視,蔑視;[類]disregard;[記法]a.contemptuous"
contest,n./v. 比賽；爭論;dispute
contrive,"v.設計, 圖謀;plan sth cleverly or deceitfully;invent;design"
cosseted,a. 寵愛的;[記法]Cosette:悲慘世界音樂劇女角
crabby,adj. 脾氣壞的;[類]v. crab 批評、挑剔;;[記法]很會哭鬧的->脾氣壞的
craven,"(adj.) 怯懦的, 膽小的;= cowardly (a.);;[記法]缺糞, 沒有那個糞->怯懦的, 膽小的"
dabble,v.涉獵，淺嘗;;ex. He first dabbled in politics when he was at law school.
daunting,a.令人畏懼的 ; 使氣餒的;;: tending to make people afraid or less confident : very difficult to do or deal with;;[記法]down你
dearth,n.缺乏，不足;shortage;scarcity;;[記法]因為不足而死
debacle,"n.潰敗,慘敗;=fiasco;;[記法]de大ba敗"
debilitate,"vt.使衰弱, 使虛弱;[類]weaken,devitalize,enervate,;enfeeble;[記法]de(離開)+bilit(=ability能力)+ate->使人衰弱"
debunk,"(vt.)揭穿,暴露,拆穿假面具;;[記法]卸下繃帶->揭穿"
debut,n. 首次登台亮相
decimate,(v.) 大量毀壞
decry,"(vt.)責難,誹謗,詆毀;[類]denigrate,deprecate;[反]acclaim,applaud;[記法]de(向外)+cry(叫,哭)->半夜大吼大叫要譴責->譴責;disparage sb/sth"
defy,"(v.)反抗, 違抗, 蔑視;=(a.) defiant 挑釁的, 目中無人的;;: to refuse to obey (something or someone);: to make (something) very difficult or impossible;: to resist or fight (something);;[記法]在下面fight"
delimit,"v.確定...界線,界定,限定;[記法]de(向下)+limit(界線)->劃下界線->確定界線"
dense,"adj.稠密的,愚蠢的,難懂的;[類]witless;[例]In the movie, he plays his friendly but somewhat dense uncle.;[記法]dense音讀""但死""->笨死的委婉說法euphemism(委婉說法)"
derelict,"a.拋棄的,破舊的,棄置的;[類]abandoned;[記法]de(向下)+relic(遺跡)->被棄置的,被拋棄的;=dilapidated"
descry,"v.看見,辨認出;[記法]de(向外)+s(死)+cry(哭)->向外死命的哭->大家都看得到->看見,辨認出;catch sight of"
deterioration,n.惡化；變壞
detest,"v.厭惡,痛恨;[記法]痛恨考試(test);=hate"
dire,"a.非常可怕的,極其嚴重的,悲慘的;[類]calamitous,dreadful,miserable terrible;[記法]音讀「戴爾」->面臨蘋果電腦和華碩電腦的夾擊,戴爾處境悲慘->悲慘的"
discontinuity,n. 不一致；不連續性
disinterested,"adj.無私的;[類]impartial,unbiased;[反]prejudiced,factional;;[記法]沒有對任何人特別->公正的；無私的"
disproportionate,"adj.不成比例的,不相稱的"
distill,(vt) 蒸餾，提取，提煉;[記法]still滴
doldrums,"n.無精打采,憂鬱期,經濟蕭條;[記法]dull(乏味的)+drum(鼓)->乏味的鼓聲,打鼓也沒力->意志消沉,經濟衰退"
downplay,v.將...輕描淡寫、貶低、輕估;=debase;lower;;: to make (something) seem smaller or less important
drollness,n.滑稽；古怪有趣;;[記法] 拙->滑稽
ebb,"(vi.)潮退,衰退;=recede"
ebullient,"(a.)熱情洋溢的、興高采烈的;[記法]bull:bubble,boil;=exuberant"
edify,"v.啟發;教化;訓誨;[類]didactic 教化的;This speech was intended to edify the juveniles.;[記法]edi吃->吃下去->教化,訓悔"
elegy,"n. 輓歌；哀歌;[記法]elegy音讀「哎,樂極」->哀嘆去極樂世界了->輓歌,悲歌;=lament"
embody,"v.具體實現,體現"
empiricism,"n.經驗主義；經驗論;[記法]empirical 經驗主義的,實驗主義的"
encomium,"n.誇獎;讚揚;[類]eulogy; panegyric 頌揚的;[反]diatribe 惡罵,誹謗;The young poet feared that here career may have prematurely reached its apogee after reading the encomium with which her first publication was met.;[記法]en(=in)+com(=come)->進來讚揚"
enfeeble,"v.使衰弱；使無力;[記法]feeble 虛弱的;;[記法]使腳跛, 使繳費->使衰弱, 使無力"
enfetter,"v.束縛；上腳鐐;[記法]en(使)+fetter(音讀「廢他」)->使他成為廢人->上腳鐐,束縛"
entailed,a. 必然伴隨發生的;;[記法]跟在尾巴後面
entice,v.引誘
eschew,"vt.避開, 遠避;=avoid;;[記法]打哈啾要避開"
esoteric,a. 圈內人才懂的；神秘難懂的;=mysterious;obscure
espouse,"[v.]支持,擁護;[類]support,advocate;[記法]e+spouse(配偶)對於你做甚麼事情都會支持擁護"
estrange,v.使疏離，使感情失和;;[記法]to strange 使陌生;=alienate
exemplify,v. 是...的典型；舉出...的例子;be a typical example of sth
exiguous,"a.非常少的;[類]scanty,meager;[例]exiguous evidence"
extirpate,v.消滅；根除
extol,"v.讚美,頌揚;[類]laud,exalt;[反]lambaste 指責, pan 譴責;[記法]tol音讀「託」,託你的福"
extraneous,"a.多餘的,無直接關係的;: not belonging to or directly connected with the subject or matter being dealt with;;[記法]extra 額外的"
exuberant,"a. 豐富的；繁茂的；熱情的;[類]n.exuberance;[記法]ex(向外)+uber(叫車app)->uber大受歡迎->豐富的,繁茂的"
exude,v. 散發；流露;[例]former ministers exude optimism;[記法]ex(向外)+sude(音讀「說」)->流露;=ooze out
fastidious,a. 過分講究的；愛挑剔的;;[記法]fas(非常)+tidi(挑剔)+ous(很多)
fathom,"n. 噚, 英尋(量水深用，相當於1. 83米);v. 理解，了解原因;[反]a. unfathomable 難以理解的,高深莫測的"
fecund,adj. 肥沃的、豐饒的;[類] fertility
feign,"v. 假裝，偽裝;[類]dissemble,pretend;[反]a. unfeigned 真誠的"
ferocity,"n.兇猛,猛烈;fierceness;violence"
fickle,"a. 易變的，無常的;[類] capricious, inconstant, mutable, mercurial;often changing; not constant;;[記法]餵狗->狗的情緒易變"
fitfully,adv. 不規則的、斷斷續續地;not regular or steady;;ex.He had a few fitful hours of sleep.
flagged,a.衰弱的;[記法]flagged舉旗->衰弱所以投降舉旗->衰弱的;to become tired or less interested;[例]I was starting to flag after the ninth mile.
flair,n. 天賦、才華;[記法] 飛兒樂團
flaunt,v.誇耀；炫耀
fleeting,(a.)飛逝的;轉瞬的;短暫的;passing quickly; lasting only a short time.
flippant,"adj.無禮的；輕率的;[類]cheeky, impertinent;[反]solemn, sedate, sober, grave(嚴肅的);[例]a flippant comment(無禮的評論);[記法]fl(=fly飛)+pant->讓她褲子飛起來->無禮的"
